SRR16971103	10	5
SRR16971104	10	5
SRR16971105	10	5
SRR16971106	10	5
SRR16971107	10	5
SRR16971108	10	5
SRR16971109	10	5
ERR1198911	20	5
ERR1198912	20	5
ERR1198913	20	5
ERR1198914	20	5
SRR12929264	15	5
SRR12929265	15	5
SRR12929266	15	5
SRR12929267	15	5
SRR12929268	15	5
SRR12929269	15	5
SRR12929270	15	5
ERR10036468	10	0
ERR10036469	10	0
SRR1559028	10	5
SRR1559230	10	5
SRR1559353	10	5
SRR1560064	10	5
SRR1560266	10	5
SRR1560848	10	5
SRR1560849	10	5
SRR1560850	10	5
SRR7741201	25	5
SRR11450778	15	5
SRR8856740	10	5
SRR12120648	10	5
SRR12120649	10	5
SRR12120650	10	5
SRR19994649	10	0
SRR19994650	10	0
SRR19994651	10	0
SRR9599867	10	5
ERR1514431	20	5
ERR1514432	20	5
ERR1514433	20	5
SRR8536157	10	5
SRR8536158	10	5
SRR7080745	20	5
SRR10270686	10	5
SRR7811943	10	5
SRR7811987	10	5
SRR26407685	10	10
SRR26407686	10	10
SRR26407687	10	10
SRR26407688	10	10
SRR26407689	10	10
SRR26407690	10	10
SRR26407691	10	10
SRR26407692	10	10
SRR26407693	10	10
SRR27067690	20	5
SRR27067691	20	5
SRR27067692	20	5
SRR27067693	20	5
SRR27067694	20	5
SRR27067695	20	5
SRR27067696	20	5
SRR27067697	20	5
SRR27067698	20	5
SRR27067700	20	5
SRR27067701	20	5
SRR27067702	20	5
SRR27067703	20	5
SRR27067704	20	5
SRR27067705	20	5
SRR27067706	20	5
SRR27067707	20	5
SRR27067708	20	5
SRR27067709	20	5
SRR27067710	20	5
SRR27067711	20	5
SRR27067712	20	5
SRR27067713	20	5
SRR27067714	20	5
SRR27067715	20	5
SRR27067716	20	5
SRR27067718	20	5
SRR27067719	20	5
SRR27067720	20	5
SRR27067721	20	5
SRR27067722	20	5
SRR27067723	20	5
SRR27067724	20	5
SRR27067725	20	5
SRR27067726	20	5
SRR27067727	20	5
SRR27067728	20	5
SRR27067729	20	5
SRR27067730	20	5
SRR27067731	20	5
SRR27067732	20	5
SRR27067733	20	5
SRR27067734	20	5
SRR27067735	20	5
SRR27067736	20	5
SRR27067737	20	5
SRR27067738	20	5
SRR27067739	20	5
SRR27067740	20	5
SRR27067743	20	5
SRR27067744	20	5
SRR27067745	20	5
SRR27067746	20	5
SRR27067747	20	5
SRR27067748	20	5
SRR27067749	20	5
SRR27067750	20	5
SRR27067751	20	5
SRR27067752	20	5
SRR27067753	20	5
SRR27067754	20	5
SRR27067755	20	5
SRR27067756	20	5
SRR27067759	20	5
SRR27067760	20	5
SRR27067761	20	5
SRR27067762	20	5
SRR27067763	20	5
SRR27067764	20	5
SRR27067765	20	5
SRR27067766	20	5
SRR27067767	20	5
SRR27067768	20	5
SRR27067769	20	5
SRR27067770	20	5
SRR27067772	20	5
SRR27067773	20	5
SRR27067774	20	5
SRR27067775	20	5
SRR27067776	20	5
SRR27067777	20	5
SRR27067778	20	5
SRR27067779	20	5
SRR27067780	20	5
SRR27067781	20	5
SRR27067782	20	5
SRR27067783	20	5
SRR27067784	20	5
SRR27067786	20	5
SRR27067788	20	5
SRR27067789	20	5
SRR27067790	20	5
SRR27067791	20	5
SRR27067792	20	5
SRR27067793	20	5
SRR27067794	20	5
SRR24958367	10	5
SRR24958368	10	5
SRR24958369	10	5
ERR10114878	10	0
ERR10114879	10	0
ERR10114880	10	0
ERR10114881	10	0
ERR10114882	10	0
ERR10114883	10	0
SRR24042716	20	5
SRR24042717	20	5
SRR24042718	20	5
SRR24042719	20	5
SRR24042720	20	5
SRR24042721	20	5
SRR24042722	20	5
SRR24042723	20	5
SRR24042724	20	5
SRR24042725	20	5
SRR24042726	20	5
SRR24042727	20	5
SRR24042728	20	5
SRR24042729	20	5
SRR24042730	20	5
SRR24042731	20	5
SRR24042732	20	5
SRR24042733	20	5
SRR24042734	20	5
SRR24042735	20	5
SRR22722176	10	0
SRR22722177	10	0
SRR22722178	10	0
SRR22722179	10	0
SRR22722180	10	0
SRR22722181	10	0
SRR22722182	10	0
SRR22722183	10	0
SRR22722184	10	0
SRR22722185	10	0
SRR22722186	10	0
SRR22722187	10	0
SRR22195396	10	0
SRR25014987	20	0
SRR14962752	10	5
SRR14962753	10	5
SRR14962754	10	5
SRR14962755	10	5
SRR14962756	10	5
SRR24958430	10	5
SRR24958431	10	5
SRR24958432	10	5
ERR10479404	10	5
SRR18711753	10	5
SRR33949953	20	0
SRR33949954	20	0
SRR33949955	20	0
SRR33949956	20	0
SRR33949957	20	0
SRR33949958	20	0
SRR33949959	20	0
SRR33949960	20	0
SRR33949962	20	0
SRR33949963	20	0
SRR33949964	20	0
SRR31455428	20	0
SRR30650678	20	0
SRR30650669	20	0
SRR30650670	20	0
SRR30650671	20	0
SRR30312859	20	0
SRR30312860	10	0
SRR28958689	10	5
SRR28926225	10	5
SRR28275267	10	5
SRR28275268	10	5
SRR28275269	10	5
SRR28178500	10	0
SRR27205360	10	0
SRR27205362	10	0
SRR27205363	10	0
SRR27205364	10	0
SRR27205365	10	0
SRR27205366	10	0
SRR27205367	10	0
SRR27205368	10	0
SRR27205369	10	0
SRR27205370	10	0
SRR27205373	10	0
SRR27205378	10	0
